"Tracking.ID","Analytical.Sample.ID","DATETIME","Protein.AF","FAME.Lipids.AF","Carbohydrates.AF","ExperimentID","SiteID","StrainID","SourceID","BatchID","Duration.days","PondID"
515,"FA Pond 5 4/28","4/28/2014 8:00",34.39,9.58,13.4,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",20.75,"P5"
516,"FA Pond 6 4/28","4/28/2014 8:00",39.54,11.74,12.29,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",20.75,"P6"
517,"FA Pond 1 5/7","5/7/2014 8:00",NA,NA,NA,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",29.75,"P1"
518,"FA Pond 2 5/7","5/7/2014 8:00",NA,NA,NA,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",29.75,"P2"
519,"FA Pond 3 5/7","5/7/2014 8:00",NA,NA,NA,"APR032014","FA","KA32","KA32_04072014_FAMinipond_5","KA32_05052014_FAMiniponds",29.75,"P3"
520,"FA Pond 4 5/7","5/7/2014 8:00",NA,NA,NA,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",29.75,"P4"
521,"FA Pond 5 5/7","5/7/2014 8:00",NA,NA,NA,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",29.75,"P5"
522,"FA Pond 6 5/7","5/7/2014 8:00",NA,NA,NA,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",29.75,"P6"
523,"FA Pond 1 5/12","5/12/2014 8:00",38.22,11.67,13.1,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",34.75,"P1"
524,"FA Pond 2 5/12","5/12/2014 8:00",38.71,13.43,11.45,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",34.75,"P2"
525,"FA Pond 3 5/12","5/12/2014 8:00",38.11,11.76,12.57,"APR032014","FA","KA32","KA32_04072014_FAMinipond_5","KA32_05052014_FAMiniponds",34.75,"P3"
526,"FA Pond 4 5/12","5/12/2014 8:00",39.4,11.9,12.62,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",34.75,"P4"
527,"FA Pond 5 5/12","5/12/2014 8:00",37.6,11.89,11.28,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",34.75,"P5"
528,"FA Pond 6 5/12","5/12/2014 8:00",39.15,11.23,10.58,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",34.75,"P6"
529,"FA Pond 1 5/19","5/19/2014 7:44",26.98,9.95,10.83,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",41.74,"P1"
530,"FA Pond 2 5/19","5/19/2014 7:44",38.73,11.5,9.43,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",41.74,"P2"
531,"FA Pond 3 5/19","5/19/2014 7:44",37.57,11.44,9.87,"APR032014","FA","KA32","KA32_04072014_FAMinipond_5","KA32_05052014_FAMiniponds",41.74,"P3"
532,"FA Pond 4 5/19","5/19/2014 7:44",37.44,10.96,8.17,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",41.74,"P4"
533,"FA Pond 5 5/19","5/19/2014 7:44",38.84,12.09,9.09,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",41.74,"P5"
534,"FA Pond 6 5/19","5/19/2014 7:44",36.56,11.42,9.64,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",41.74,"P6"
535,"FA Pond 4:30 6 5/20","5/20/2014 16:30",NA,NA,NA,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",43.1,"P6"
536,"FA Pond 1 5/26","5/26/2014 8:00",38.64,10.72,9.48,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",48.75,"P1"
537,"FA Pond 2 5/26","5/26/2014 8:00",42.6,14.09,10.07,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",48.75,"P2"
538,"FA Pond 3 5/26","5/26/2014 8:00",38.66,11.39,12.08,"APR032014","FA","KA32","KA32_04072014_FAMinipond_5","KA32_05052014_FAMiniponds",48.75,"P3"
539,"FA Pond 4 5/26","5/26/2014 8:00",39.75,11.65,10.78,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",48.75,"P4"
540,"FA Pond 5 5/26","5/26/2014 8:00",38.36,9.82,10.38,"APR032014","FA","KA32","KA32_04072014_Pooled","KA32_04072014_FAMiniponds",48.75,"P5"
550,"CELL_AP1_20141001_1","10/1/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",19.69,"P1"
552,"CELL_AP2_20141001_1","10/1/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",19.69,"P2"
553,"CELL_AP3_20141001_1","10/1/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",19.69,"P3"
554,"CELL_AP4_20141001_1","10/1/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",19.69,"P4"
556,"CELL_AP6_20141001_1","10/1/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",19.69,"P6"
557,"CELL_AP0_20140911_1","9/11/2014 15:00",38.26,12.19,5.39,"SEP102014","CELL","KA32","INOCULUM","KA32_09112014_RO",0,"inoc"
558,"CELL_AP1_20140911_1","9/11/2014 15:59",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",0.04,"P1"
559,"CELL_AP2_20140911_1","9/11/2014 15:59",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",0.04,"P2"
560,"CELL_AP3_20140911_1","9/11/2014 15:59",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",0.04,"P3"
561,"CELL_AP4_20140911_1","9/11/2014 15:59",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",0.04,"P4"
562,"CELL_AP5_20140911_1","9/11/2014 15:59",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",0.04,"P5"
563,"CELL_AP6_20140911_1","9/11/2014 15:59",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",0.04,"P6"
564,"CELL_AP1_20140918_1","9/18/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",6.69,"P1"
565,"CELL_AP2_20140918_1","9/18/2014 7:40",34.02,NA,5.72,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",6.69,"P2"
566,"CELL_AP3_20140918_1","9/18/2014 7:40",35.26,NA,7.28,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",6.69,"P3"
567,"CELL_AP4_20140918_1","9/18/2014 7:40",34.65,NA,7.23,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",6.69,"P4"
568,"CELL_AP5_20140918_1","9/18/2014 7:40",26.46,NA,6.58,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",6.69,"P5"
569,"CELL_AP6_20140918_1","9/18/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",6.69,"P6"
570,"CELL_AP1_20140919_1","9/19/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",7.69,"P1"
571,"CELL_AP2_20140919_1","9/19/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",7.69,"P2"
572,"CELL_AP3_20140919_1","9/19/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",7.69,"P3"
573,"CELL_AP4_20140919_1","9/19/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",7.69,"P4"
574,"CELL_AP5_20140919_1","9/19/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",7.69,"P5"
575,"CELL_AP6_20140919_1","9/19/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",7.69,"P6"
576,"CELL_AP1_20140924_1","9/24/2014 7:40",37.16,11.93,6.99,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",12.69,"P1"
577,"CELL_AP2_20140924_1","9/24/2014 7:40",32.79,11.87,7.76,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",12.69,"P2"
578,"CELL_AP3_20140924_1","9/24/2014 7:40",37.58,6.93,6.53,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",12.69,"P3"
579,"CELL_AP4_20140924_1","9/24/2014 7:40",36.81,11.75,6.79,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",12.69,"P4"
580,"CELL_AP5_20140924_1","9/24/2014 7:40",39.04,11.27,6.98,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",12.69,"P5"
581,"CELL_AP6_20140924_1","9/24/2014 7:40",36.95,12.34,7.57,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",12.69,"P6"
582,"CELL_AP1_20140929_1","9/29/2014 7:40",20.37,NA,9,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",17.69,"P1"
583,"CELL_AP2_20140929_1","9/29/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",17.69,"P2"
584,"CELL_AP3_20140929_1","9/29/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",17.69,"P3"
585,"CELL_AP4_20140929_1","9/29/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",17.69,"P4"
586,"CELL_AP5_20140929_1","9/29/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",17.69,"P5"
587,"CELL_AP6_20140929_1","9/29/2014 7:40",NA,NA,NA,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",17.69,"P6"
588,"CELL_20140612_R0","6/12/2014 13:54",34.98,10.24,13.93,"JUN112014","CELL","KA32","INOCULUM","KA32_06122014_R0",0,"inoc"
589,"CELL_AP1_20140620_1","6/20/2014 7:30",43.22,8,10.61,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",7.73,"P1"
590,"CELL_AP2_20140620_1","6/20/2014 7:30",40.71,7.79,11.49,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",7.73,"P2"
591,"CELL_AP3_20140620_1","6/20/2014 7:30",39.65,8.64,13.15,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",7.73,"P3"
592,"CELL_AP4_20140620_1","6/20/2014 7:30",38.03,8.03,12.21,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",7.73,"P4"
593,"CELL_AP5_20140620_1","6/20/2014 7:30",39.46,7.42,12.47,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",7.73,"P5"
594,"CELL_AP6_20140620_1","6/20/2014 7:30",39.29,7.45,11.21,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",7.73,"P6"
595,"CELL_AP1_20140623_1","6/23/2014 7:40",40.21,7.91,12.31,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",10.74,"P1"
596,"CELL_AP2_20140623_1","6/23/2014 7:40",39.46,8.04,12.56,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",10.74,"P2"
597,"CELL_AP3_20140623_1","6/23/2014 7:40",33.41,7.94,12.76,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",10.74,"P3"
598,"CELL_AP4_20140623_1","6/23/2014 7:40",37.65,8.52,7.76,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",10.74,"P4"
599,"CELL_AP5_20140623_1","6/23/2014 7:40",38.54,8.78,12.77,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",10.74,"P5"
600,"CELL_AP6_20140623_1","6/23/2014 7:40",38.87,7.92,10.39,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",10.74,"P6"
601,"CELL_AP1_20140630_1","6/30/2014 7:30",36.63,8.1,11.55,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",17.73,"P1"
602,"CELL_AP2_20140630_1","6/30/2014 7:30",36.82,7.45,9.92,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",17.73,"P2"
603,"CELL_AP3_20140630_1","6/30/2014 7:30",36.52,8.53,10.78,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",17.73,"P3"
604,"CELL_AP4_20140630_1","6/30/2014 7:30",31.16,7.57,11.44,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",17.73,"P4"
605,"CELL_AP5_20140630_1","6/30/2014 7:30",39.71,7.4,13.48,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",17.73,"P5"
606,"CELL_AP6_20140630_1","6/30/2014 7:30",30.72,7.4,12.68,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",17.73,"P6"
607,"CELL_AP2_20140702_1","7/2/2014 7:30",40.3,8.7,12.11,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",19.73,"P2"
608,"CELL_AP3_20140702_1","7/2/2014 7:30",32.15,7.04,12.39,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",19.73,"P3"
609,"CELL_AP1_20140707_1","7/7/2014 7:30",36.15,7.68,13.13,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",24.73,"P1"
610,"CELL_AP2_20140707_1","7/7/2014 7:30",38.47,7.15,13.11,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",24.73,"P2"
611,"CELL_AP3_20140707_1","7/7/2014 7:30",37.88,7.03,14.17,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",24.73,"P3"
612,"CELL_AP4_20140707_1","7/7/2014 7:30",40.78,10.63,11.99,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",24.73,"P4"
613,"CELL_AP5_20140707_1","7/7/2014 7:30",37.77,9.51,12.07,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",24.73,"P5"
614,"CELL_AP6_20140707_1","7/7/2014 7:30",37.74,11.03,12.24,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",24.73,"P6"
615,"CELL_AP1_20140714_1","7/14/2014 7:30",NA,NA,NA,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",31.73,"P1"
616,"CELL_AP2_20140714_1","7/14/2014 7:30",36.45,10.49,12.36,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",31.73,"P2"
617,"CELL_AP3_20140714_1","7/14/2014 7:30",33.09,10.31,12.36,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",31.73,"P3"
618,"CELL_AP4_20140714_1","7/14/2014 7:30",33.6,10.37,13.35,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",31.73,"P4"
619,"CELL_AP5_20140714_1","7/14/2014 7:30",36.33,10.88,14.09,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",31.73,"P5"
620,"CELL_AP6_20140714_1","7/14/2014 7:30",32.55,6.11,12.34,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",31.73,"P6"
621,"CELL_AP1_20140716_1","7/16/2014 7:30",NA,NA,NA,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",33.73,"P1"
622,"CELL_AP6_20140716_1","7/16/2014 7:30",NA,NA,NA,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",33.73,"P6"
623,"CELL_AP2_20140717_1","7/17/2014 7:30",30.99,10.88,12.57,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",34.73,"P2"
624,"CELL_AP3_20140717_1","7/17/2014 7:30",35.69,10.27,12.72,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",34.73,"P3"
625,"CELL_AP4_20140717_1","7/17/2014 7:30",36.42,7.93,12.99,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",34.73,"P4"
626,"CELL_AP5_20140717_1","7/17/2014 7:30",34.6,7.96,13.42,"JUN112014","CELL","KA32","KA32_06122014_R0","KA32_06122014_AP",34.73,"P5"
627,"CELL_AP1_20141008_1","10/8/2014 7:40",32.36,10.92,13.3,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",26.69,"P1"
628,"CELL_AP2_20141008_1","10/8/2014 7:40",39.86,13.11,11.91,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",26.69,"P2"
629,"CELL_AP3_20141008_1","10/8/2014 7:40",37.35,13.47,13.69,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",26.69,"P3"
630,"CELL_AP4_20141008_1","10/8/2014 7:40",32.7,14.86,13.9,"SEP102014","CELL","KA32","KA32_091114_AP1or2or3","KA32_100314_AP",26.69,"P4"
631,"CELL_AP5_20141008_1","10/8/2014 7:40",36.42,13.22,12.76,"SEP102014","CELL","KA32","KA32_091114_AP1or2or3","KA32_100314_AP",26.69,"P5"
632,"CELL_AP6_20141008_1","10/8/2014 7:40",31.73,16.67,14.23,"SEP102014","CELL","KA32","KA32_091114_AP1or2or3","KA32_100314_AP",26.69,"P6"
633,"CELL_AP1_20141015_1","10/15/2014 7:40",35.92,NA,14.11,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",33.69,"P1"
634,"CELL_AP2_20141015_1","10/15/2014 7:40",35.84,NA,14.54,"SEP102014","CELL","KA32","KA32_091114_R0","KA32_091114_AP",33.69,"P2"
635,"CELL_AP4_20141015_1","10/15/2014 7:40",37.11,13.09,12.11,"SEP102014","CELL","KA32","KA32_091114_AP1or2or3","KA32_100314_AP",33.69,"P4"
636,"CELL_AP5_20141015_1","10/15/2014 7:40",34.33,9,11.57,"SEP102014","CELL","KA32","KA32_091114_AP1or2or3","KA32_100314_AP",33.69,"P5"
637,"CELL_AP6_20141015_1","10/15/2014 7:40",41.77,NA,11.55,"SEP102014","CELL","KA32","KA32_091114_AP1or2or3","KA32_100314_AP",33.69,"P6"
638,"CELL_AP1_20140811","8/11/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",12.64,"P1"
639,"CELL_AP2_20140811","8/11/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",12.64,"P2"
640,"CELL_AP3_20140811","8/11/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",12.64,"P3"
641,"CELL_AP4_20140811","8/11/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",12.64,"P4"
642,"CELL_AP5_20140811","8/11/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",12.64,"P5"
643,"CELL_AP6_20140811","8/11/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",12.64,"P6"
644,"CELL_AP1_20140820","8/20/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",21.64,"P1"
645,"CELL_AP2_20140820","8/20/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",21.64,"P2"
646,"CELL_AP3_20140820","8/20/2014 7:30",39.45,3.11,15.82,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",21.64,"P3"
647,"CELL_AP4_20140820","8/20/2014 7:30",39.07,3,14.84,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",21.64,"P4"
648,"CELL_AP5_20140820","8/20/2014 7:30",42.1,3.21,14.3,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",21.64,"P5"
649,"CELL_AP6_20140820","8/20/2014 7:30",41.33,3.09,15.76,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",21.64,"P6"
650,"CELL_AP1_20140825","8/25/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",26.64,"P1"
651,"CELL_AP2_20140825","8/25/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",26.64,"P2"
652,"CELL_AP3_20140825","8/25/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",26.64,"P3"
653,"CELL_AP4_20140825","8/25/2014 7:30",41.5,2.29,15.13,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",26.64,"P4"
654,"CELL_AP5_20140825","8/25/2014 7:30",NA,NA,NA,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",26.64,"P5"
655,"CELL_AP6_20140825","8/25/2014 7:30",39.28,1.78,16.65,"JUL252014","CELL","LRB-AZ-1201","LRB-AZ1201_07292014_R0","LRB-AZ1201_07292014_AP",26.64,"P6"
656,"CELL_AP0_20141022_1","10/23/2014 14:00",36.83,14.53,17.71,"OCT222014","CELL","LRB-AZ-1201","INOCULUM","LRB-AZ1201_102214_R0",0,"inoc"
663,"CELL_AP1_20141031_1","10/31/2014 7:30",44.2,NA,19.99,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",7.73,"P1"
664,"CELL_AP2_20141031_1","10/31/2014 7:30",42.21,5.69,18.12,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",7.73,"P2"
665,"CELL_AP3_20141031_1","10/31/2014 7:30",43.9,9.88,16.29,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",7.73,"P3"
666,"CELL_AP4_20141031_1","10/31/2014 7:30",44.15,10.06,21.27,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",7.73,"P4"
667,"CELL_AP5_20141031_1","10/31/2014 7:30",42.04,9.95,20.02,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",7.73,"P5"
668,"CELL_AP6_20141031_1","10/31/2014 7:30",43.55,9.86,19.68,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",7.73,"P6"
669,"CELL_AP1_20141103_1","11/3/2014 7:30",NA,NA,NA,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",10.73,"P1"
670,"CELL_AP2_20141103_1","11/3/2014 7:30",39.57,NA,19.17,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",10.73,"P2"
671,"CELL_AP3_20141103_1","11/3/2014 7:30",NA,NA,NA,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",10.73,"P3"
672,"CELL_AP4_20141103_1","11/3/2014 7:30",42.07,10.33,21.21,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",10.73,"P4"
673,"CELL_AP5_20141103_1","11/3/2014 7:30",38.49,9.51,21.27,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",10.73,"P5"
674,"CELL_AP6_20141103_1","11/3/2014 7:30",NA,NA,NA,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",10.73,"P6"
675,"CELL_AP2_20141107_1","11/7/2014 7:30",NA,NA,NA,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",14.73,"P2"
676,"CELL_AP3_20141107_1","11/7/2014 7:30",NA,NA,NA,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",14.73,"P3"
677,"CELL_AP1_20141110_1","11/10/2014 7:30",NA,NA,NA,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",17.73,"P1"
678,"CELL_AP4_20141110_1","11/10/2014 7:30",NA,NA,NA,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",17.73,"P4"
679,"CELL_AP5_20141110_1","11/10/2014 7:30",NA,NA,NA,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",17.73,"P5"
680,"CELL_AP6_20141110_1","11/10/2014 7:30",39.54,7.83,17.11,"OCT222014","CELL","LRB-AZ-1201","LRB-AZ1201_102214_R0","LRB-AZ1201_102214_AP",17.73,"P6"
681,"CP_PooledPanels_061314","6/13/2014 14:45",32.53,17.32,12.7,"JUN112014","CP","KA32","INOCULUM","KA32_06132014",0,"inoc"
682,"CP_Pond1_062514","6/25/2014 7:30",45.06,11.42,10.01,"JUN112014","CP","KA32","KA32_06132014","KA32_06132014_Pond",11.7,"P1"
683,"CP_Pond2_062514","6/25/2014 7:30",44.73,9.89,10.5,"JUN112014","CP","KA32","KA32_06132014","KA32_06132014_Pond",11.7,"P2"
684,"CP_Pond3_062514","6/25/2014 7:30",44.34,9.17,10.01,"JUN112014","CP","KA32","KA32_06132014","KA32_06132014_Pond",11.7,"P3"
685,"CP_Pond4_062514","6/25/2014 7:30",44.48,8.74,10.12,"JUN112014","CP","KA32","KA32_06132014","KA32_06132014_Pond",11.7,"P4"
686,"CP_Pond5_062514","6/25/2014 7:30",46.54,8.48,9.8,"JUN112014","CP","KA32","KA32_06132014","KA32_06132014_Pond",11.7,"P5"
687,"CP_Pond6_062514","6/25/2014 7:30",46.87,10.69,9.82,"JUN112014","CP","KA32","KA32_06132014","KA32_06132014_Pond",11.7,"P6"
