ExperimentID,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID_x,SourceID,BatchID,Duration.days,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH_x,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.utilized.g,NO3.demand.g.N.g.AFDW,NH4.utilized.g,P.demand.g.P.g.AFDW,SiteID2,PondID,StrainID_y,pH_y,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s),SiteID,Date,AirTemp(C),RH(%),GlobalLightEnergy(W.m2),WindSpeed(km.hr),WDir(deg),Precip.tot(cm)
JUN112014,36.63,8.1,11.55,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"1x, 0.11",6.993055556,2.0,768.75,0.444166667,341.453125,21.5,0.58,7.99,36.0,22.9,33.86,0.74,4.32,0.09,17.37,601.0,0.43,2.46,0.44,2.55,-3.96,1.1,0.21,0.0,0.129,0.0,0.011000000000000001,CELL,P1,KA32,7.9,25.57,30.74,21.32,56040.46,8.3,128.03,37.31,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0
JUN112014,36.82,7.45,9.92,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"3x, 0.3",3.0,4.0,717.5,0.18883333300000002,135.4879167,21.25,0.33,7.96,35.0,22.6,51.99,1.24,6.24,0.01,18.46,602.0,0.19,2.87,0.19,0.5,1.64,0.47,1.52,0.0,0.147,0.0,0.027999999999999997,CELL,P2,KA32,7.8,25.54,30.88,21.2,59212.58,8.06,125.55,39.6,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0
JUN112014,36.52,8.53,10.78,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"3x, 0.3",3.0,4.0,717.5,0.18258333300000001,131.0035417,21.5,0.58,7.94,36.1,22.5,53.95,1.2,6.42,0.01,18.61,603.0,0.18,1.42,0.18,0.78,0.35,0.47,0.25,0.0,0.15,0.0,0.027999999999999997,CELL,P3,KA32,7.79,25.73,31.46,21.11,56430.45,7.74,119.2,37.49,479.73,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0
JUN112014,31.16,7.57,11.44,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"3x, 0.214",3.0,4.0,512.5,0.291609877,149.4500617,22.75,0.58,7.99,35.7,22.8,73.64,0.66,7.11,0.0,22.93,604.0,0.29,1.75,0.29,0.62,-2.07,0.76,0.4,0.0,0.182,0.0,0.038,CELL,P4,KA32,7.86,26.5,32.02,21.84,56124.95,8.37,130.48,37.24,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0
JUN112014,39.71,7.4,13.48,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"3x, 0.214",3.0,4.0,512.5,0.286820513,146.9955128,22.75,0.5,8.0,35.6,22.7,73.08,2.39,7.16,0.01,22.6,605.0,0.28,2.23,0.29,0.86,-1.44,0.75,0.27,0.0,0.18100000000000002,0.0,0.039,CELL,P5,KA32,7.86,26.44,32.2,21.48,56885.92,7.96,124.56,37.81,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0
JUN112014,30.72,7.4,12.68,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,17.73,2014-06-30,"1x, 0.11",6.993055556,2.0,768.75,0.411693122,316.4890873,22.0,0.42,8.0,35.9,22.5,32.01,6.21,3.48,0.07,20.37,606.0,0.41,3.64,0.41,1.81,-1.63,1.06,0.47,0.0,0.139,0.0,0.013000000000000001,CELL,P6,KA32,7.89,26.24,31.76,21.53,58861.2,6.6,104.13,39.31,,CELL,2014-06-30,26.67,75.16,233.18,4.38,162.9,0.0
JUN112014,40.3,8.7,12.11,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,19.73,2014-07-02,"3x, 0.3",2.0,5.0,1025.0,0.137200699,140.630717,23.5,,7.85,35.1,22.7,60.99,3.67,8.44,0.04,16.01,607.0,0.14,3.69,0.14,2.44,5.19,0.34,1.91,75.009,0.166,0.0,0.025,CELL,P2,KA32,7.85,28.86,36.53,22.25,20893.01,5.31,74.8,13.82,,CELL,2014-07-02,27.36,76.75,22.76,2.97,180.74,0.0
JUN112014,32.15,7.04,12.39,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,19.73,2014-07-02,"3x, 0.3",2.0,5.0,1025.0,0.106426011,109.0866615,23.5,,7.86,35.8,22.5,64.33,2.74,8.89,0.04,16.02,608.0,0.11,2.31,0.11,1.55,0.47,0.31,4.15,62.464,0.158,0.0,0.024,CELL,P3,KA32,7.86,28.85,35.67,22.23,19759.61,5.02,70.19,12.98,649.72,CELL,2014-07-02,27.36,76.75,22.76,2.97,180.74,0.0
JUN112014,36.15,7.68,13.13,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42819298200000006,329.1733553,21.5,0.67,7.93,35.8,23.0,33.79,1.91,4.73,0.02,15.83,609.0,0.43,3.08,0.43,1.38,0.52,1.02,0.39,0.0,0.055999999999999994,0.0,0.006,CELL,P1,KA32,7.91,27.17,33.44,21.9,57068.16,8.29,132.4,37.94,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0
JUN112014,38.47,7.15,13.11,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,,24.73263889,,,,,21.5,0.4,7.98,35.8,22.8,78.63,1.62,7.09,0.02,24.57,610.0,0.25,0.8,0.25,1.61,-0.05,0.64,0.83,0.0,0.12300000000000001,,0.040999999999999995,CELL,P2,KA32,7.8,27.01,33.33,21.84,60435.66,8.31,133.79,40.47,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0
JUN112014,37.88,7.03,14.17,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,,24.73263889,,,,,21.75,0.35,8.01,36.0,22.8,76.02,2.76,6.15,0.2,27.39,611.0,0.26,2.47,0.26,2.63,0.65,0.66,0.7,0.0,0.21,,0.055999999999999994,CELL,P3,KA32,7.8,27.11,33.33,21.83,56575.87,6.33,100.02,37.55,617.44,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0
JUN112014,40.78,10.63,11.99,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,"3x, 0.214",3.0,7.0,512.5,0.285490669,146.31396769999998,22.75,0.67,8.02,35.1,23.1,87.5,3.91,9.12,0.03,21.24,612.0,0.28,6.56,0.29,2.01,-1.15,0.7,0.59,0.0,0.113,0.0,0.03,CELL,P4,KA32,7.87,27.87,34.33,22.59,55656.33,8.33,132.7,36.84,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0
JUN112014,37.77,9.51,12.07,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,"3x, 0.214",3.0,7.0,512.5,0.287539683,147.36408730000002,22.75,0.67,8.02,35.4,23.1,85.96,4.43,9.57,0.04,19.9,613.0,0.29,0.46,0.29,1.32,-0.62,0.71,0.43,0.0,0.132,0.0,0.031,CELL,P5,KA32,7.87,27.51,33.79,22.21,56621.18,8.23,130.72,37.58,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0
JUN112014,37.74,11.03,12.24,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,24.73,2014-07-07,"1x, 0.11",7.0,3.0,768.75,0.42305263200000004,325.2217105,21.75,0.67,7.99,36.3,23.1,32.67,4.4,4.41,0.06,16.39,614.0,0.42,0.15,0.42,1.6,-0.31,1.01,0.63,0.0,0.336,0.0,0.03,CELL,P6,KA32,7.89,27.62,34.0,22.52,58371.87,7.03,113.48,38.91,,CELL,2014-07-07,27.25,72.09,21.7,3.1,185.35,0.0
JUN112014,36.45,10.49,12.36,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,,5.0,,,,,21.0,0.69,7.76,35.2,24.4,75.18,3.66,8.1,0.02,20.56,616.0,0.23,5.58,0.22,1.8,7.49,0.54,0.43,0.0,0.075,,0.026000000000000002,CELL,P2,KA32,7.71,28.37,33.47,23.7,59778.18,7.94,130.06,39.93,,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0
JUN112014,33.09,10.31,12.36,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,,5.0,,,,,21.75,0.5,7.74,35.1,24.5,78.54,3.21,8.24,0.02,21.11,617.0,0.23,6.75,0.22,4.68,7.24,0.51,0.82,0.0,0.055999999999999994,,0.024,CELL,P3,KA32,7.72,28.38,33.31,23.63,55457.15,5.89,94.7,36.68,517.69,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0
JUN112014,33.6,10.37,13.35,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,"3x, 0.214",5.0,9.0,512.5,0.245626857,125.88376409999998,22.5,0.5,7.83,34.1,24.6,85.68,2.94,7.86,0.03,24.15,618.0,0.25,5.46,0.25,4.54,2.18,0.59,0.52,0.0,0.11199999999999999,0.0,0.037000000000000005,CELL,P4,KA32,7.81,29.32,35.08,24.31,54933.81,7.97,129.59,36.26,,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0
JUN112014,36.33,10.88,14.09,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,"3x, 0.214",5.0,9.0,512.5,0.260709745,133.6137441,22.75,0.44,7.9,35.5,24.5,96.74,3.79,8.96,0.01,23.9,619.0,0.28,1.85,0.26,0.44,6.7,0.58,0.34,0.0,0.03,0.0,0.027999999999999997,CELL,P5,KA32,7.83,28.58,33.9,23.8,56413.15,8.06,130.27,37.39,,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0
JUN112014,32.55,6.11,12.34,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,31.73,2014-07-14,"1x, 0.11",7.0,4.0,768.75,0.204329066,157.0779694,22.0,0.38,7.62,34.4,24.6,42.42,5.31,6.69,0.04,14.04,620.0,0.22,4.47,0.2,2.34,6.76,0.43,1.24,0.0,,0.0,,CELL,P6,KA32,7.71,28.65,33.87,23.91,57376.18,5.16,84.47,38.11,,CELL,2014-07-14,28.09,77.36,250.04,3.12,206.93,0.0
JUN112014,30.99,10.88,12.57,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,34.73,2014-07-17,,,,,,,23.5,,8.94,35.4,22.0,,,,,,623.0,,,,,,0.25,0.61,,,,,CELL,P2,KA32,8.28,25.88,30.84,21.76,57717.43,8.49,131.63,38.45,,CELL,2014-07-17,27.13,72.81,291.45,3.54,179.32,0.0
JUN112014,35.69,10.27,12.72,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,34.73,2014-07-17,,,,,,,23.5,,8.71,35.2,22.2,,,,,,624.0,,,,,,0.19,0.54,,,,,CELL,P3,KA32,8.21,25.98,30.85,21.8,53631.68,6.64,101.47,35.39,492.85,CELL,2014-07-17,27.13,72.81,291.45,3.54,179.32,0.0
JUN112014,36.42,7.93,12.99,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,34.73,2014-07-17,,,,,,,23.5,1.0,8.64,33.3,22.3,,,,,,625.0,,,,,,0.22,0.27,,,,,CELL,P4,KA32,8.24,26.77,31.77,22.17,51813.0,8.09,124.35,34.02,,CELL,2014-07-17,27.13,72.81,291.45,3.54,179.32,0.0
JUN112014,34.6,7.96,13.42,JUN112014,KA32,KA32_06122014_R0,KA32_06122014_AP,34.73,2014-07-17,,,,,,,23.5,0.5,8.8,34.1,22.1,,,,,,626.0,,,,,,0.32,0.18,,,,,CELL,P5,KA32,8.3,26.36,31.24,21.6,53382.2,7.82,119.83,35.19,,CELL,2014-07-17,27.13,72.81,291.45,3.54,179.32,0.0
SEP102014,32.36,10.92,13.3,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,26.69,2014-10-08,"3x, 0.214",1.9166666669999999,7.0,512.5,0.230697674,118.2325581,23.5,,7.9,33.7,23.1,50.96,1.45,5.87,0.02,19.23,627.0,0.26,11.2,0.23,3.37,11.43,0.42,0.6,0.0,0.158,0.0,0.032,CELL,P1,KA32,7.68,26.43,31.64,22.9,52588.37,9.65,148.16,34.6,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0
SEP102014,39.86,13.11,11.91,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,26.69,2014-10-08,"3x, 0.214",1.9166666669999999,7.0,512.5,0.212432432,108.8716216,23.5,,7.8,34.1,23.2,52.01,0.36,5.77,0.02,19.95,628.0,0.22,2.56,0.21,1.5,4.94,0.47,0.65,0.0,0.16899999999999998,0.0,0.035,CELL,P2,KA32,7.63,26.4,31.73,22.88,52932.09,8.72,133.75,34.86,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0
SEP102014,37.35,13.47,13.69,SEP102014,KA32,KA32_091114_R0,KA32_091114_AP,26.69,2014-10-08,"3x, 0.214",1.9166666669999999,7.0,512.5,0.17093333300000002,87.60333333,23.0,0.25,7.9,34.0,23.3,51.82,0.61,5.76,0.01,19.92,629.0,0.18,4.72,0.17,2.6,4.4,0.36,0.84,0.0,0.243,0.0,0.052000000000000005,CELL,P3,KA32,7.64,26.37,31.74,22.77,53001.2,8.62,132.28,34.91,438.69,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0
SEP102014,32.7,14.86,13.9,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,26.69,2014-10-08,"1x, 0.11",26.69444444,1.0,768.75,0.22387387399999997,172.1030405,24.75,,7.9,35.8,23.2,67.25,6.45,5.36,0.01,27.78,630.0,0.24,3.2,0.22,1.15,8.24,0.46,0.76,0.0,0.20800000000000002,0.0,0.011000000000000001,CELL,P4,KA32,7.66,27.92,33.29,23.91,54621.13,8.12,128.62,36.07,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0
SEP102014,36.42,13.22,12.76,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,26.69,2014-10-08,"1x, 0.11",26.69444444,1.0,768.75,0.244747475,188.14962119999998,24.25,0.5,7.9,36.6,23.2,66.85,2.85,6.41,0.01,23.08,631.0,0.24,0.97,0.24,6.36,0.05,0.51,0.3,0.0,0.177,0.0,,CELL,P5,KA32,7.64,27.41,32.89,22.97,54978.48,7.86,123.42,36.36,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0
SEP102014,31.73,16.67,14.23,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,26.69,2014-10-08,"1x, 0.11",26.69444444,1.0,768.75,0.290761905,223.5232143,24.75,0.25,7.9,37.9,23.2,68.74,0.93,6.12,0.0,24.88,632.0,0.32,4.99,0.29,1.54,8.48,0.5,0.86,0.0,0.085,0.0,0.001,CELL,P6,KA32,7.66,27.27,32.97,23.18,56880.41,8.31,131.64,37.78,,CELL,2014-10-08,27.46,76.31,212.1,3.08,149.61,0.0
SEP102014,37.11,13.09,12.11,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,33.69,2014-10-15,"1x, 0.11",7.0,2.0,768.75,0.28522222199999997,219.2645833,22.75,2.0,7.48,35.2,23.5,32.24,0.7,3.29,0.01,21.72,635.0,0.3,2.7,0.29,2.01,5.96,0.56,0.65,0.0,0.061,0.0,0.011000000000000001,CELL,P4,KA32,7.57,27.82,32.88,24.05,54766.97,6.22,98.78,36.18,,CELL,2014-10-15,27.58,75.93,196.37,2.52,150.86,0.0
SEP102014,34.33,9.0,11.57,SEP102014,KA32,KA32_091114_AP1or2or3,KA32_100314_AP,33.69,2014-10-15,"1x, 0.11",7.0,2.0,1025.0,0.233333333,239.16666669999998,24.5,0.25,7.55,35.3,23.5,33.22,0.46,3.9,0.0,18.86,636.0,0.25,2.43,0.23,2.38,7.35,0.46,1.33,43.348,,0.0,,CELL,P5,KA32,8.08,28.66,38.03,23.06,20566.15,4.01,56.12,13.44,,CELL,2014-10-15,27.58,75.93,196.37,2.52,150.86,0.0
JUL252014,39.45,3.11,15.82,JUL252014,LRB-AZ-1201,LRB-AZ1201_07292014_R0,LRB-AZ1201_07292014_AP,21.64,2014-08-20,"1x, 0.11",7.0,3.0,768.75,0.339275362,260.81793480000005,23.75,,7.8,16.5,22.9,75.23,6.5,6.24,0.06,26.69,646.0,0.33,1.37,0.34,1.54,-1.47,0.57,0.93,0.0,0.028999999999999998,0.0,0.002,CELL,P3,LRB-AZ-1201,7.59,27.64,33.21,22.61,15017.61,9.29,125.94,8.86,630.68,CELL,2014-08-20,27.58,74.54,315.25,10.36,170.04,0.0
JUL252014,39.07,3.0,14.84,JUL252014,LRB-AZ-1201,LRB-AZ1201_07292014_R0,LRB-AZ1201_07292014_AP,21.64,2014-08-20,"1x, 0.11",7.0,3.0,768.75,0.334777778,257.3604167,23.25,1.25,7.9,8.1,22.6,65.89,6.49,9.06,0.05,16.1,647.0,0.33,4.51,0.33,5.15,-2.23,0.46,4.1,0.0,,0.0,,CELL,P4,LRB-AZ-1201,7.68,28.55,34.4,23.29,8006.21,9.69,130.62,4.47,,CELL,2014-08-20,27.58,74.54,315.25,10.36,170.04,0.0
JUL252014,42.1,3.21,14.3,JUL252014,LRB-AZ-1201,LRB-AZ1201_07292014_R0,LRB-AZ1201_07292014_AP,21.64,2014-08-20,"3x, 0.214",2.0,7.0,512.5,0.323076923,165.5769231,23.25,1.25,8.1,2.5,22.6,110.69,4.59,14.3,0.03,17.14,648.0,0.33,22.39,0.32,17.5,2.63,0.52,0.29,0.0,0.092,0.0,0.022000000000000002,CELL,P5,LRB-AZ-1201,7.75,27.71,33.6,22.49,3676.72,9.78,128.12,1.93,,CELL,2014-08-20,27.58,74.54,315.25,10.36,170.04,0.0
JUL252014,41.33,3.09,15.76,JUL252014,LRB-AZ-1201,LRB-AZ1201_07292014_R0,LRB-AZ1201_07292014_AP,21.64,2014-08-20,"1x, 0.11",7.0,3.0,768.75,0.352051282,270.6394231,23.25,1.25,7.9,8.2,22.8,58.05,3.9,8.62,0.04,14.91,649.0,0.36,1.38,0.35,1.91,0.94,0.5,0.88,0.0,0.233,0.0,0.027999999999999997,CELL,P6,LRB-AZ-1201,7.65,27.84,33.66,22.73,9105.8,9.23,123.84,5.11,,CELL,2014-08-20,27.58,74.54,315.25,10.36,170.04,0.0
JUL252014,41.5,2.29,15.13,JUL252014,LRB-AZ-1201,LRB-AZ1201_07292014_R0,LRB-AZ1201_07292014_AP,26.64,2014-08-25,"1x, 0.11",5.0,4.0,1025.0,0.273556411,280.3953216,24.0,0.17,8.0,3.0,22.3,59.17,3.22,8.74,0.01,14.99,653.0,0.29,14.41,0.27,13.7,5.52,0.22,3.4,36.45,,0.0,,CELL,P4,LRB-AZ-1201,7.47,24.18,26.44,22.67,5449.63,5.91,71.43,2.94,,CELL,2014-08-25,24.71,76.86,28.02,8.38,126.5,0.0
JUL252014,39.28,1.78,16.65,JUL252014,LRB-AZ-1201,LRB-AZ1201_07292014_R0,LRB-AZ1201_07292014_AP,26.64,2014-08-25,"1x, 0.11",5.0,4.0,1025.0,0.243966877,250.06604900000002,24.0,,8.0,3.9,22.2,71.31,3.17,10.91,0.01,14.47,655.0,0.25,1.6,0.24,1.54,4.28,0.23,6.73,105.667,,0.0,,CELL,P6,LRB-AZ-1201,7.5,23.44,26.17,21.83,7147.95,5.57,66.8,3.93,,CELL,2014-08-25,24.71,76.86,28.02,8.38,126.5,0.0
OCT222014,42.21,5.69,18.12,OCT222014,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,7.73,2014-10-31,,,,,,,24.25,0.25,8.0,1.7,22.6,60.57,0.53,7.65,0.02,17.54,664.0,0.31,1.09,0.31,0.19,1.63,0.76,0.26,,0.033,,,CELL,P2,LRB-AZ-1201,7.96,25.76,30.19,22.3,3385.16,10.16,126.95,1.77,,CELL,2014-10-31,27.17,74.76,225.35,2.51,163.86,0.0
OCT222014,43.9,9.88,16.29,OCT222014,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,7.73,2014-10-31,,,,,,,24.25,0.25,8.0,1.9,22.7,59.17,0.27,7.77,0.0,16.86,665.0,0.3,1.59,0.3,0.25,-0.17,0.74,0.41,,0.055999999999999994,,,CELL,P3,LRB-AZ-1201,7.97,25.66,30.03,22.25,3707.93,10.8,134.6,1.95,414.59,CELL,2014-10-31,27.17,74.76,225.35,2.51,163.86,0.0
OCT222014,44.15,10.06,21.27,OCT222014,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,7.73,2014-10-31,,,,,,,24.75,,7.8,1.8,22.4,57.49,0.74,6.82,0.01,18.67,666.0,0.35,0.5,0.34,0.17,1.5,0.82,0.74,,,,,CELL,P4,LRB-AZ-1201,7.97,26.9,31.55,23.18,3461.08,9.75,124.8,1.81,,CELL,2014-10-31,27.17,74.76,225.35,2.51,163.86,0.0
OCT222014,42.04,9.95,20.02,OCT222014,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,7.73,2014-10-31,,,,,,,24.5,,8.1,1.7,22.3,55.72,0.5,6.9,0.02,17.87,667.0,0.31,4.94,0.3,5.15,2.59,0.76,0.45,,0.013999999999999999,,,CELL,P5,LRB-AZ-1201,7.98,25.88,30.55,22.14,3435.85,9.41,117.94,1.8,,CELL,2014-10-31,27.17,74.76,225.35,2.51,163.86,0.0
OCT222014,43.55,9.86,19.68,OCT222014,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,7.73,2014-10-31,,,,,,,24.5,,7.9,1.8,22.3,60.39,0.27,7.73,0.01,17.3,668.0,0.3,1.04,0.3,0.29,2.46,0.74,0.27,,,,,CELL,P6,LRB-AZ-1201,7.8,25.89,30.67,22.26,3450.21,9.17,115.14,1.8,,CELL,2014-10-31,27.17,74.76,225.35,2.51,163.86,0.0
OCT222014,42.07,10.33,21.21,OCT222014,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,10.73,2014-11-03,"3x, 0.214",10.72916667,1.0,522.75,0.433166667,226.437875,25.25,,8.0,1.8,23.6,52.64,0.53,5.77,0.01,20.2,672.0,0.45,0.32,0.43,0.84,2.81,1.08,0.0,0.0,0.054000000000000006,0.0,0.012,CELL,P4,LRB-AZ-1201,7.79,27.61,31.61,24.41,3265.6,9.53,123.14,1.7,,CELL,2014-11-03,27.04,81.6,207.06,2.55,202.41,0.0
OCT222014,38.49,9.51,21.27,OCT222014,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,10.73,2014-11-03,"3x, 0.214",10.72916667,1.0,512.5,0.40466666700000004,207.3916667,25.0,,8.1,1.7,23.5,51.52,0.54,6.21,0.01,18.38,673.0,0.41,1.16,0.4,1.46,0.9,1.02,0.14,0.0,0.042,0.0,0.006999999999999999,CELL,P5,LRB-AZ-1201,7.97,26.68,31.08,23.37,3247.92,8.83,112.22,1.69,,CELL,2014-11-03,27.04,81.6,207.06,2.55,202.41,0.0
OCT222014,39.54,7.83,17.11,OCT222014,LRB-AZ-1201,LRB-AZ1201_102214_R0,LRB-AZ1201_102214_AP,17.73,2014-11-10,"1x, 0.11",7.0,2.0,789.25,0.2752,217.2016,25.5,,8.1,1.6,21.2,91.23,1.45,7.7,0.02,26.22,680.0,0.27,2.87,0.28,2.86,-0.34,0.66,0.51,0.0,,0.0,,CELL,P6,LRB-AZ-1201,7.9,25.31,31.63,21.29,2273.84,10.09,125.58,1.16,,CELL,2014-11-10,25.74,77.56,214.38,3.0,166.94,0.0
JUN112014,45.06,11.42,10.01,JUN112014,KA32,KA32_06132014,KA32_06132014_Pond,11.7,2014-06-25,"1x, 0.11",11.69791667,1.0,768.75,0.523333333,402.3125,24.5,0.21,8.18,35.4,14.1,21.79,2.0,1.4,0.03,34.39,682.0,0.55,0.92,0.52,2.76,3.96,2.29,0.96,0.0,0.026000000000000002,0.0,0.006,CP,P1,KA32,7.92,19.49,25.6,13.7,48774.33,10.01,134.9,32.19,,CP,2014-06-25,15.22,75.62,347.0,1.44,274.46,0.0
JUN112014,44.73,9.89,10.5,JUN112014,KA32,KA32_06132014,KA32_06132014_Pond,11.7,2014-06-25,"1x, 0.11",11.69791667,1.0,768.75,0.47333333299999997,363.875,24.25,0.34,7.53,36.4,14.2,20.15,2.04,1.43,0.14,31.2,683.0,0.52,2.0,0.47,6.1,9.31,2.29,0.44,0.0,0.213,0.0,0.02,CP,P2,KA32,7.98,19.37,25.7,13.5,50528.63,8.24,111.05,33.28,681.97,CP,2014-06-25,15.22,75.62,347.0,1.44,274.46,0.0
JUN112014,44.34,9.17,10.01,JUN112014,KA32,KA32_06132014,KA32_06132014_Pond,11.7,2014-06-25,"3x, 0.214",11.69791667,1.0,512.5,0.46333333299999996,237.45833330000002,24.0,0.52,7.84,34.0,21.8,14.67,5.69,0.29,0.05,113.31,684.0,0.5,5.57,0.46,6.5,7.37,2.33,1.17,0.0,1.881,0.0,0.11199999999999999,CP,P3,KA32,10.89,17.85,24.5,13.1,49532.45,10.13,133.36,33.35,,CP,2014-06-25,15.22,75.62,347.0,1.44,274.46,0.0
JUN112014,44.48,8.74,10.12,JUN112014,KA32,KA32_06132014,KA32_06132014_Pond,11.7,2014-06-25,"3x, 0.214",11.69791667,1.0,512.5,0.45,230.625,24.0,0.6,8.33,38.0,14.0,24.02,5.65,1.73,0.06,30.8,685.0,0.48,1.79,0.45,2.94,7.23,2.18,0.64,0.0,0.185,0.0,0.009000000000000001,CP,P4,KA32,7.93,18.46,25.6,13.2,50453.74,9.01,119.48,33.13,,CP,2014-06-25,15.22,75.62,347.0,1.44,274.46,0.0
JUN112014,46.54,8.48,9.8,JUN112014,KA32,KA32_06132014,KA32_06132014_Pond,11.7,2014-06-25,"3x, 0.15",11.69791667,1.0,358.75,0.446666667,160.2416667,24.0,0.52,8.04,33.4,14.0,16.19,21.02,0.96,0.29,37.35,686.0,0.48,1.59,0.45,2.59,7.27,2.28,0.77,0.0,0.10300000000000001,0.0,0.015,CP,P5,KA32,7.92,18.25,24.2,13.4,49770.34,8.1,106.52,32.6,,CP,2014-06-25,15.22,75.62,347.0,1.44,274.46,0.0
JUN112014,46.87,10.69,9.82,JUN112014,KA32,KA32_06132014,KA32_06132014_Pond,11.7,2014-06-25,"3x, 0.15",11.69791667,1.0,358.75,0.41333333299999997,148.2833333,24.25,0.26,7.59,36.4,14.0,20.37,6.87,1.17,0.04,38.56,687.0,0.44,3.77,0.41,4.77,6.37,2.1,0.87,0.0,0.23600000000000002,0.0,0.05,CP,P6,KA32,7.95,,,,54300.89,8.0,107.35,35.94,,CP,2014-06-25,15.22,75.62,347.0,1.44,274.46,0.0
