Tracking.ID,Analytical.Sample.ID,DATETIME,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,SiteID,StrainID,SourceID,BatchID,Duration.days,PondID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Duration.days2,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,NH4.mg.L,NH4.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID3,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW
389,ASU_SPW9_04162014_1,4/16/2014 6:59,45.34,14.22,8.07,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,12.65,P1,12.64583333,1,768.75,0.523333333,402.3125,12.65,NA,NA,8.29,NA,11.4,72.93,0.35,NA,NA,5.72,0.04,28.23,389,0.56,6.05,0.52,3.31,6.07,1.74,3.2,0.1,0.019
390,ASU_SPW10_04162014_1,4/16/2014 6:59,46.33,14.98,7.41,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,12.65,P2,12.64583333,1,512.5,0.493333333,252.8333333,12.65,NA,NA,8.45,NA,11.3,72.7,0.77,NA,NA,7.61,0.01,21.15,390,0.52,0.64,0.49,0.68,5.13,1.88,1.09,0.078,0.014
391,ASU_SPW11_04162014_1,4/16/2014 6:59,45.86,15.27,9.51,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,12.65,P3,12.64583333,1,768.75,0.474444444,364.7291667,12.65,NA,NA,8.31,NA,11.4,71.5,2.2,NA,NA,7.99,0.05,19.81,391,0.5,2.55,0.47,3.61,4.28,1.77,2.19,0.103,0.032
392,ASU_SPW12_04162014_1,4/16/2014 6:59,46.29,13.67,7.03,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,12.65,P4,12.64583333,1,512.5,0.498888889,255.6805556,12.65,NA,NA,8.39,NA,11.6,71.73,1.45,NA,NA,4.44,0.01,35.75,392,0.52,0.37,0.5,1.02,4.47,1.9,1.09,0.146,0.057
393,ASU_SPW13_04162014_1,4/16/2014 6:59,46.21,14.43,7.23,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,12.65,P5,12.64583333,1,768.75,0.51,392.0625,12.65,NA,NA,8.49,NA,11.5,74.2,4.34,NA,NA,2.33,0.02,70.62,393,0.53,0.63,0.51,0.65,4.38,2,2.95,0.074,0.071
394,ASU_SPW14_04162014_1,4/16/2014 6:59,43.1,15.08,9.33,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,12.65,P6,12.64583333,1,512.5,0.445555556,228.3472222,12.65,NA,NA,8.36,NA,12.2,77,5.19,NA,NA,5.18,0.03,32.89,394,0.47,4.3,0.45,4.12,4.75,1.78,2.82,0.116,0.068
395,ASU_SPW9_04232014_1,4/23/2014 7:15,44.23,14.81,6.36,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,19.66,P1,7.010416667,2,768.75,0.363333333,279.3125,19.66,23.25,0.39,8.52,36.4,12.9,48.43,8.68,NA,NA,1.38,0.01,77.53,395,0.4,0.83,0.36,1.59,9.17,1.56,0.81,0.137,0.064
396,ASU_SPW10_04232014_1,4/23/2014 7:15,45.01,16.42,7.29,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,19.66,P2,2,4,256.25,0.317777778,81.43055556,19.66,23.5,0.39,8.52,32.3,13.2,30.23,7.67,NA,NA,2.01,0.02,33.36,396,0.35,0.55,0.32,1.6,8.62,1.37,0.63,0.165,0.011
397,ASU_SPW11_04232014_1,4/23/2014 7:15,50.64,15.5,7.84,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,19.66,P3,7.010416667,2,768.75,0.372222222,286.1458333,19.66,23.25,0.39,8.45,25,12.9,51,8,NA,NA,3.08,0,36.63,397,0.4,0.97,0.37,1.37,6.41,1.58,0.8,0.112,0.041
398,ASU_SPW12_04232014_1,4/23/2014 7:15,45.05,14.88,8.06,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,19.66,P4,2,4,256.25,0.317777778,81.43055556,19.66,23.5,0.39,8.4,32.1,13.2,33.43,2.83,NA,NA,1.97,0,37.52,398,0.35,0,0.32,1.6,8.33,1.42,1.59,0.146,0.009
399,ASU_SPW13_04232014_1,4/23/2014 7:15,45.12,14.46,9.49,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,19.66,P5,7.010416667,2,768.75,0.364444444,280.1666667,19.66,23.25,0.78,8.6,35.3,12.9,45.57,10.35,NA,NA,2.68,0.06,37.65,399,0.39,1.3,0.36,1.4,6.8,1.61,1.29,0.113,0.04
400,ASU_SPW14_04232014_1,4/23/2014 7:15,43.93,14.55,8.62,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,19.66,P6,2,4,256.25,0.296666667,76.02083333,19.66,23,0.78,8.65,31.1,13.2,36.3,4.43,NA,NA,2.16,0.01,37.27,400,0.32,2.6,0.3,1.12,7.87,1.35,0.85,0.153,0.016
401,ASU_SPW9_04302014_1,4/30/2014 7:30,46.52,14.96,9.18,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,26.67,P1,7.010416667,3,768.75,0.37,284.4375,26.67,24.75,1.84,8.48,33,10.8,37.8,12.31,NA,NA,1.45,0.01,57.72,401,0.41,0.94,0.37,1.56,10,1.31,1.05,NA,0.018
402,ASU_SPW10_04302014_1,4/30/2014 7:30,39.63,15.6,9.77,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,26.67,P2,2.010416667,7,256.25,0.355555556,91.11111111,26.67,23.5,1.47,8.23,35.5,10.7,35.63,85.95,NA,NA,3.3,0.05,23.89,402,0.4,2.89,0.36,1.43,11.08,1.32,0.96,0.211,0.021
403,ASU_SPW11_04302014_1,4/30/2014 7:30,43.66,14.03,9.42,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,26.67,P3,7.010416667,3,768.75,0.378888889,291.2708333,26.67,23.5,1.84,8.43,35.3,11.2,36.33,14.5,NA,NA,1.53,0.02,52.58,403,0.42,3.9,0.38,1.34,9.95,1.33,0.66,0.008,0.015
404,ASU_SPW12_04302014_1,4/30/2014 7:30,42.27,16.14,9.35,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,26.67,P4,2.010416667,7,256.25,0.358888889,91.96527778,26.67,23.5,1.47,8.37,36.2,11.7,51.03,7.94,NA,NA,2.71,0,41.65,404,0.39,2.64,0.36,1.93,6.9,1.36,0.79,NA,0.017
405,ASU_SPW13_04302014_1,4/30/2014 7:30,44.06,14.35,9.56,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,26.67,P5,7.010416667,3,768.75,0.386666667,297.25,26.67,23.5,1.47,8.67,35.3,11.1,32.47,7.32,NA,NA,1.44,0.07,50.04,405,0.42,3.94,0.39,1.72,8.61,1.34,0.56,0.04,0.014
406,ASU_SPW14_04302014_1,4/30/2014 7:30,42.59,15.76,9.99,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,26.67,P6,2.010416667,7,256.25,0.336666667,86.27083333,26.67,23.25,1.47,8.36,36,12.7,47.93,6.13,NA,NA,3.12,0.01,33.98,406,0.36,1.9,0.34,0.99,7.61,1.3,0.39,0.01,0.02
407,ASU_SPW9_05072014_1,5/7/2014 7:15,43.63,15.3,8.67,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,33.66,P1,6.989583333,4,768.75,0.453333333,348.5,33.66,24.5,NA,8.45,34.6,10.1,29.2,0.91,NA,NA,1.77,0.1,36.6,407,0.46,1.45,0.45,1.47,1.43,1.61,0.24,0.168,0.015
408,ASU_SPW10_05072014_1,5/7/2014 7:15,43.91,15.37,8,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,33.66,P2,1.989583333,10,256.25,0.4,102.5,33.66,24.5,NA,8.65,34.5,10.9,35.47,1.81,NA,NA,3.17,0.11,24.77,408,0.4,6.01,0.4,1.67,-0.18,1.5,0.64,0.095,0.01
409,ASU_SPW11_05072014_1,5/7/2014 7:15,43.54,14.34,8.18,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,33.66,P3,6.989583333,4,768.75,0.46,353.625,33.66,24.25,NA,8.6,33.9,11.8,32.67,7.53,NA,NA,1.82,0,39.82,409,0.47,0.82,0.46,0,2.35,1.65,0.2,0.209,0.011
410,ASU_SPW12_05072014_1,5/7/2014 7:15,40.48,16.06,10.96,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,33.66,P4,1.989583333,10,256.25,0.411111111,105.3472222,33.66,24,0.76,8.59,33.6,10.3,36.8,2.42,NA,NA,2.53,0.01,32.25,410,0.42,3.17,0.41,3.38,2.12,1.51,0.25,0.055,0.004
411,ASU_SPW13_05072014_1,5/7/2014 7:15,42.74,15.55,7.86,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,33.66,P5,6.989583333,4,768.75,0.473333333,363.875,33.66,23.75,0.76,8.88,34.4,10,37.37,1.47,NA,NA,1.65,0.01,50.15,411,0.49,2.7,0.47,1.41,4.02,1.67,0.3,0.101,0.008
412,ASU_SPW14_05072014_1,5/7/2014 7:15,40.98,10.05,10.99,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,33.66,P6,1.989583333,10,256.25,0.313333333,80.29166667,33.66,23.75,1.14,7.83,32.7,11.1,49,9.22,NA,NA,3.4,0,31.88,412,0.31,3.69,0.31,2.13,-0.05,1.04,0.8,0.021,0.016
413,ASU_SPW9_05172014_1,5/14/2014 7:44,44.96,10.75,10.37,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,40.68,P1,7.020833333,5,871.25,0.425555556,370.7652778,40.68,23.5,1.87,7.4,32.9,13.6,28.33,6.17,NA,NA,1.05,0.01,59.56,413,0.45,1.95,0.43,1.2,6.12,1.62,0.9,0.14,0.022
414,ASU_SPW10_05172014_1,5/14/2014 7:44,43.53,12.12,10,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,40.68,P2,2.010416667,13,440.75,0.4,176.3,40.68,23.5,1.49,8,32.2,13.7,53.8,4.43,NA,NA,4.24,0.07,28.1,414,0.42,1.37,0.4,0.83,4.76,1.57,0.88,0.124,0.017
415,ASU_SPW11_05172014_1,5/14/2014 7:44,45.54,14.44,10.23,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,40.68,P3,7.020833333,5,871.25,0.435555556,379.4777778,40.68,23.5,1.49,8.04,33.2,14.2,23.1,4.17,NA,NA,0.61,0.02,84.31,415,0.47,1.8,0.44,0.44,6.43,1.7,0.12,0.162,0.017
416,ASU_SPW12_05172014_1,5/14/2014 7:44,40.8,15.15,10.38,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,40.68,P4,2.010416667,13,440.75,0.406666667,179.2383333,40.68,23.5,1.49,7.34,32.3,15.1,58.97,14.37,NA,NA,4.07,0,32.08,416,0.43,0.45,0.41,1.42,5.67,1.62,0.57,0.097,0.016
417,ASU_SPW13_05172014_1,5/14/2014 7:44,44.79,13.97,9.85,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,40.68,P5,7.020833333,5,871.25,0.433333333,377.5416667,40.68,23.5,1.12,8.36,33.3,14.2,26.87,5.59,NA,NA,0.9,0.06,65.86,417,0.47,2.16,0.43,1.33,8.01,1.69,2.2,0.131,0.016
418,ASU_SPW14_05172014_1,5/14/2014 7:44,41.88,13.3,10.01,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,40.68,P6,2.010416667,13,440.75,0.41,180.7075,40.68,23.5,1.49,7.96,31.1,15.1,55.03,1.68,NA,NA,2.6,0.01,46.87,418,0.45,2.39,0.41,0,8.4,1.65,1.14,0.282,0.041
419,ASU_SPW9_05212014_1,5/21/2014 7:30,43.86,13.59,10.12,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,47.67,P1,6.989583333,6,871.25,0.481666667,419.6520833,47.67,23.5,1.89,8.07,30.7,15.4,29.33,8.23,NA,NA,1.37,0.09,47.41,419,0.52,1.65,0.48,0.6,8.24,1.54,0.42,0.069,0.009
420,ASU_SPW10_05212014_1,5/21/2014 7:30,43.15,14.58,10.88,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,47.67,P2,2,16,440.75,0.35,154.2625,47.67,23.25,2.27,8.02,30.5,15.6,45.7,6.62,NA,NA,2.09,0.11,48.49,420,0.38,3.98,0.35,2.86,8.62,1.21,0.5,0.047,0.023
421,ASU_SPW11_05212014_1,5/21/2014 7:30,44.09,13.73,9.95,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,47.67,P3,6.989583333,6,871.25,0.46,400.775,47.67,23.25,1.89,8.52,31.6,15.7,33.93,5.07,NA,NA,1.48,0,50.65,421,0.5,2.9,0.46,2.88,7.69,1.53,0.2,0.049,0.013
422,ASU_SPW12_05212014_1,5/21/2014 7:30,41.27,14.49,10.99,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,47.67,P4,2,16,440.75,0.343333333,151.3241667,47.67,23.25,2.27,8.55,30.2,15.1,45,1.68,NA,NA,1.58,0.01,63.07,422,0.39,5.14,0.34,5.89,12.7,1.19,0.35,0.057,0.026
423,ASU_SPW13_05212014_1,5/21/2014 7:30,42.6,13.76,10.77,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,47.67,P5,6.989583333,6,871.25,0.468333333,408.0354167,47.67,23.25,1.89,8.78,31.6,16.3,30.93,4.16,NA,NA,0.32,0.05,214.05,423,0.52,3.39,0.47,2.47,9.62,1.55,0.41,0.046,0.011
424,ASU_SPW14_05212014_1,5/21/2014 7:30,41.93,15.06,10.61,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,47.67,P6,2,16,440.75,0.371666667,163.8120833,47.67,23.75,1.52,8.68,29.4,16.2,42.23,8.51,NA,NA,1.09,0.1,85.53,424,0.41,2.83,0.37,0.78,8.94,1.34,1.1,0.07,0.027
425,ASU_SPW9_05282014_1,5/28/2014 7:30,43.79,15.63,10.45,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P1,7,7,1025,0.4275,438.1875,54.67,23.25,1.87,8.35,30.5,18.1,30.17,3.35,NA,NA,1.56,0,42.73,425,0.47,0.81,0.43,0.58,9.84,1.47,0.35,0.047,0.008
426,ASU_SPW10_05282014_1,5/28/2014 7:30,43.33,15.22,9.5,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P2,4.989583333,18,1025,0.43,440.75,54.67,23.25,1.87,8.45,30.5,17.7,18.13,3.32,NA,NA,0.71,0.01,56.82,426,0.46,0.95,0.43,1.16,5.49,1.55,0.12,0.063,0.009
427,ASU_SPW11_05282014_1,5/28/2014 7:30,42.55,16.2,8.71,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P3,7,7,1025,0.434166667,445.0208333,54.67,23.25,1.87,8.65,31.9,18.7,33.27,10.71,NA,NA,1.57,0,47.02,427,0.47,0.62,0.43,0.88,6.8,1.5,0.84,NA,0.01
428,ASU_SPW12_05282014_1,5/28/2014 7:30,42.84,13.09,8.94,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P4,4.989583333,18,1025,0.425,435.625,54.67,23.5,1.49,8.52,30.3,18.7,23.7,6.5,NA,NA,1.1,0.17,47.85,428,0.45,2.25,0.42,2.12,5.38,1.49,0.67,0.034,0.006
429,ASU_SPW13_05282014_1,5/28/2014 7:30,41.92,16.64,8.33,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P5,7,7,1025,0.4175,427.9375,54.67,23.25,1.87,8.75,32.2,17.8,33.73,2.88,NA,NA,1.04,0.12,71.59,429,0.46,3.03,0.42,1.2,9.21,1.39,0.5,0.023,NA
430,ASU_SPW14_05282014_1,5/28/2014 7:30,42.05,15.6,9.4,APR032014,ASU,KA32,KA32_03212014_CRW,KA32_04032014_SPW,54.67,P6,4.989583333,18,1025,0.435833333,446.7291667,54.67,23.5,1.49,8.47,30,20.4,13.9,10.6,NA,NA,0.25,0.04,123.11,430,0.46,1.64,0.44,0.88,4.73,1.57,0.56,0.058,NA
474,GT_P1_05022014,5/2/2014 7:44,35.24,11.75,6.5,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,23.7,P1,7.010416667,2,768.75,0.411666667,316.46875,23.7,NA,NA,NA,NA,NA,72.63,5.19,NA,NA,NA,NA,NA,474,0.44,1.12,0.41,0.7,7.49,0.89,0.49,0.434,NA
475,GT_P2_05022014,5/2/2014 7:44,36.68,11.38,6.71,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,23.7,P2,7.010416667,2,768.75,0.415,319.03125,23.7,NA,NA,NA,NA,NA,66.49,21.21,NA,NA,NA,NA,NA,475,0.45,6.46,0.42,5.52,7.04,0.87,0.07,0.184,NA
476,GT_P3_05022014,5/2/2014 7:44,34.97,11.48,6.07,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,23.7,P3,7.010416667,2,768.75,0.415,319.03125,23.7,NA,NA,NA,NA,NA,64.61,15.26,NA,NA,NA,NA,NA,476,0.44,3.01,0.42,2.09,5.65,0.88,1.07,0.146,NA
477,GT_P4_05022014,5/2/2014 7:44,34.95,11.97,6.56,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,23.7,P4,2,4,256.25,0.291666667,74.73958333,23.7,NA,NA,NA,NA,NA,53.13,15.81,NA,NA,NA,NA,NA,477,0.3,6.35,0.29,4.31,2.15,0.64,1.08,0.933,NA
478,GT_P5_05022014,5/2/2014 7:44,33.42,10.62,6.34,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,23.7,P5,2,4,256.25,0.315,80.71875,23.7,NA,NA,NA,NA,NA,33.18,3.9,NA,NA,NA,NA,NA,478,0.33,16.93,0.32,15.14,3.21,0.62,0.34,0.864,NA
479,GT_P6_05022014,5/2/2014 7:44,36.24,11.22,6.05,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,23.7,P6,2,4,256.25,0.265,67.90625,23.7,NA,NA,NA,NA,NA,35.78,12.09,NA,NA,NA,NA,NA,479,0.3,8.65,0.26,6.8,10.55,0.62,0.52,NA,NA
480,GT_P1_05092014,5/9/2014 7:44,37.86,11.02,7.02,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,30.7,P1,7,3,768.75,0.352222222,270.7708333,30.7,25,NA,7.83,40.8,20.1,NA,NA,NA,NA,NA,NA,NA,480,0.36,2.82,0.35,3.82,2.48,0.74,0.08,NA,NA
481,GT_P2_05092014,5/9/2014 7:44,38.97,10.77,6.9,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,30.7,P2,7,3,768.75,0.411111111,316.0416667,30.7,25,NA,7.4,41.6,20.1,NA,NA,NA,NA,NA,NA,NA,481,0.43,2.49,0.41,2.48,4.63,0.82,0.37,NA,NA
482,GT_P3_05092014,5/9/2014 7:44,37.71,10.82,6.29,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,30.7,P3,7,3,768.75,0.388888889,298.9583333,30.7,25,NA,7.18,41.4,20.3,NA,NA,NA,NA,NA,NA,NA,482,0.4,8.39,0.39,5.17,3.32,0.81,0.4,NA,NA
483,GT_P4_05092014,5/9/2014 7:44,37.59,10.72,7,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,30.7,P4,1.979166667,7,256.25,0.344444444,88.26388889,30.7,25,NA,7.68,45,20.3,NA,NA,NA,NA,NA,NA,NA,483,0.37,2.29,0.34,1.48,5.76,0.74,0.49,NA,NA
484,GT_P5_05092014,5/9/2014 7:44,37.82,11.12,6.31,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,30.7,P5,1.979166667,7,256.25,0.335555556,85.98611111,30.7,25,NA,7.76,43.7,20.4,NA,NA,NA,NA,NA,NA,NA,484,0.35,5.21,0.34,4.14,4.69,0.72,0.14,NA,NA
485,GT_P6_05092014,5/9/2014 7:44,40.12,11.37,6.54,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,30.7,P6,1.979166667,7,256.25,0.351111111,89.97222222,30.7,25,NA,7.43,44.9,20.4,NA,NA,NA,NA,NA,NA,NA,485,0.37,1.9,0.35,2.39,3.95,0.74,0.08,NA,NA
486,GT_P1_05162014,5/16/2014 8:00,NA,NA,NA,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,37.71,P1,7.010416667,4,861,0.29,249.69,37.71,27.25,0.79,8,35.9,10.5,95.67,10.88,NA,NA,NA,NA,NA,486,0.3,1.65,0.29,1.49,4.13,0.6,0.93,NA,NA
487,GT_P2_05162014,5/16/2014 8:00,NA,NA,NA,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,37.71,P2,7.010416667,4,871.25,0.3175,276.621875,37.71,27.5,0.43,7.91,36.9,10.5,110.33,11.65,NA,NA,NA,NA,NA,487,0.33,0.44,0.32,0.79,2.81,0.63,1.43,NA,NA
488,GT_P3_05162014,5/16/2014 8:00,NA,NA,NA,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,37.71,P3,7.010416667,4,871.25,0.324166667,282.4302083,37.71,27.5,0.43,7.98,36.3,10.7,65,17.74,NA,NA,NA,NA,NA,488,0.34,1.11,0.32,1.61,5.58,0.65,1.1,0.883,NA
489,GT_P4_05162014,5/16/2014 8:00,NA,NA,NA,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,37.71,P4,2.010416667,10,276.75,0.2825,78.181875,37.71,25.5,0.71,7.86,41.6,10.6,65.33,19.68,NA,NA,NA,NA,NA,489,0.29,3.11,0.28,2.34,2.57,0.57,0.64,1.856,NA
490,GT_P5_05162014,5/16/2014 8:00,NA,NA,NA,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,37.71,P5,2.010416667,10,358.75,0.29,104.0375,37.71,27.5,0.43,7.69,38.9,10.9,57.33,7.86,NA,NA,NA,NA,NA,490,0.31,3.25,0.29,4.56,6.73,0.57,0.31,1.011,NA
491,GT_P6_05162014,5/16/2014 8:00,NA,NA,NA,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,37.71,P6,2.010416667,10,358.75,0.296666667,106.4291667,37.71,27.5,0.43,7.73,40.6,10.7,67.67,9.62,NA,NA,NA,NA,NA,491,0.31,3.07,0.3,2.71,3.78,0.59,1.15,NA,NA
492,GT_P1_05232014,5/23/2014 7:44,38.28,10.05,6.37,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,44.7,P1,6.989583333,5,785.15,0.346666667,272.1853333,44.7,25.4,NA,7.98,38.7,21.5,51.26,8.88,NA,NA,NA,NA,NA,492,0.38,5.92,0.35,2.65,9.2,0.73,0.29,0.012,NA
493,GT_P2_05232014,5/23/2014 7:44,45.19,11.94,7.06,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,44.7,P2,6.989583333,5,776.95,0.36,279.702,44.7,25.2,NA,7.95,39.6,21.5,51.2,13.9,NA,NA,NA,NA,NA,493,0.38,2.29,0.36,5.5,5.76,0.75,0.27,0.155,NA
494,GT_P3_05232014,5/23/2014 7:44,44.36,11.93,7.39,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,44.7,P3,6.989583333,5,768.75,0.355238095,273.0892857,44.7,25,NA,7.8,38.6,24.5,48.1,4.97,NA,NA,NA,NA,NA,494,0.39,2.55,0.36,3.8,9.7,0.74,0.16,0.264,NA
495,GT_P4_05232014,5/23/2014 7:44,43.11,10.86,6.76,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,44.7,P4,2.010416667,13,276.75,0.333333333,92.25,44.7,25.5,NA,7.8,42.4,24.6,39.63,16.71,NA,NA,NA,NA,NA,495,0.35,1.24,0.33,1.78,5.66,0.7,0.66,0.414,NA
496,GT_P5_05232014,5/23/2014 7:44,41.73,11.49,6.48,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,44.7,P5,2.010416667,13,256.25,0.345714286,88.58928571,44.7,25,NA,7.66,41.7,24.6,40.9,16.31,NA,NA,NA,NA,NA,496,0.4,2.54,0.35,2.86,12.53,0.7,0.08,0.287,NA
497,GT_P6_05232014,5/23/2014 7:44,40.29,10.85,6.12,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,44.7,P6,2.010416667,13,289.05,0.332380952,96.07471429,44.7,25.8,NA,7.77,40.7,21.5,62.41,19.59,NA,NA,NA,NA,NA,497,0.35,5.91,0.33,4.89,4.86,0.69,0.17,0.016,NA
498,37023,5/30/2014 7:30,NA,11.57,5.73,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,51.69,P1,6.989583333,6,1025,0.35047619,359.2380952,51.69,25,NA,7.73,41.9,21.3,113.2,15.17,NA,NA,NA,NA,NA,498,0.37,3.67,0.35,2.35,4.63,0.73,1.79,0.089,NA
499,37024,5/30/2014 7:30,NA,12.24,5.83,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,51.69,P2,6.989583333,6,1025,0.42,430.5,51.69,25,NA,7.93,42.3,21.3,80.47,2.37,NA,NA,NA,NA,NA,499,0.43,2.84,0.42,2.86,2.46,0.84,0.31,0.322,NA
500,37025,5/30/2014 7:30,NA,11.48,6.04,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,51.69,P3,6.989583333,6,1025,0.42,430.5,51.69,25,NA,7.8,40.8,21.4,83.52,36.27,NA,NA,NA,NA,NA,500,0.43,3.53,0.42,2.52,2.15,0.82,0.12,0.23,NA
501,37026,5/30/2014 7:30,NA,11.38,6.13,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,51.69,P4,1.989583333,16,1025,0.374666667,384.0333333,51.69,25,NA,7.84,41.5,21.5,99.92,14.46,NA,NA,NA,NA,NA,501,0.39,4.49,0.37,4.31,3.42,0.75,0.2,0.053,NA
502,37027,5/30/2014 7:30,NA,10.96,5.22,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,51.69,P5,1.989583333,16,1025,0.378666667,388.1333333,51.69,25,NA,7.89,41.6,21.4,66.09,19.32,NA,NA,NA,NA,NA,502,0.4,4.4,0.38,4.4,4.38,0.75,0.13,0.451,NA
503,37028,5/30/2014 7:30,NA,11.1,5.99,APR032014,GT,KA32,KA32_04082014_CRW,KA32_04082014_GT_P,51.69,P6,1.989583333,16,1025,0.382666667,392.2333333,51.69,25,NA,7.92,43.2,21.6,89.81,28.14,NA,NA,NA,NA,NA,503,0.4,2.67,0.38,3.96,3.39,0.76,0.15,0.211,NA
505,FA Pond 1 4/21,4/21/2014 8:00,42.71,11.69,9.32,APR032014,FA,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,590,NA,NA,NA,NA,NA,NA,504,1.52,2.65,1.36,0.46,10.9,4.27,0.71,NA,NA
